date,days,rain,sun_hours,temp_max,temp_mean,temp_min,vapor_max,vapor_mean,vapor_min,wind_mean,rain_status
27/05/2019,512,11.1,3.0,34.0,28.2,25.5,16.8,30.4,29.2,0.3,Mưa vừa
28/05/2019,513,0.1,5.3,34.4,29.0,26.0,20.6,30.8,30.2,0.8,Mưa không đáng kể
29/05/2019,514,0.1,6.4,33.5,28.3,25.4,20.0,27.8,23.9,0.5,Mưa không đáng kể
30/05/2019,515,0.0,6.9,34.0,29.4,26.3,23.0,30.3,28.2,0.3,Không mưa
31/05/2019,516,0.2,9.6,34.2,30.1,26.3,26.1,28.1,25.9,0.0,Mưa không đáng kể
1/6/2019,517,0.2,9.3,35.2,29.9,27.0,24.2,29.2,27.3,0.8,Mưa không đáng kể
2/6/2019,518,41.0,5.4,34.3,29.0,26.0,19.4,32.0,31.0,1.0,Mưa to
3/6/2019,519,48.0,7.1,34.9,28.1,24.5,22.5,30.9,29.2,0.3,Mưa to
4/6/2019,520,0.0,9.6,34.5,28.7,24.8,23.3,29.4,27.6,1.0,Không mưa
5/6/2019,521,6.7,6.3,32.6,27.2,24.1,14.3,30.6,30.2,0.3,Mưa nhỏ
6/6/2019,522,7.0,7.0,34.0,28.4,26.0,21.7,31.3,29.1,0.5,Mưa nhỏ
7/6/2019,523,7.7,6.0,32.0,27.3,25.4,10.5,29.9,27.4,0.5,Mưa nhỏ
8/6/2019,524,20.7,3.4,31.7,26.0,25.2,4.4,30.4,29.9,0.0,Mưa vừa
9/6/2019,525,3.3,5.0,33.0,27.5,25.0,15.7,31.1,30.5,0.8,Mưa nhỏ
10/6/2019,526,0.1,6.2,33.5,28.7,25.5,17.8,29.7,28.0,0.5,Mưa không đáng kể
11/6/2019,527,15.9,4.9,33.0,28.6,25.4,18.6,30.5,28.1,1.0,Mưa vừa
12/6/2019,528,0.1,7.0,33.8,29.3,26.2,20.4,32.3,29.9,0.8,Mưa không đáng kể
13/06/2019,529,0.1,5.5,34.2,29.4,26.3,22.3,32.3,29.5,0.8,Mưa không đáng kể
14/06/2019,530,5.6,2.9,32.0,28.7,27.5,10.5,32.4,30.7,0.8,Mưa nhỏ
15/06/2019,531,11.1,5.2,33.3,27.3,25.4,6.5,31.8,29.2,0.5,Mưa vừa
16/06/2019,532,0.4,4.2,33.5,28.7,26.5,17.4,32.3,31.4,0.8,Mưa
17/06/2019,533,0.3,0.3,31.2,27.7,25.5,11.3,30.3,28.1,1.3,Mưa không đáng kể
18/06/2019,534,0.1,5.7,32.5,27.7,25.5,15.9,29.7,27.7,2.0,Mưa không đáng kể
19/06/2019,535,0.2,7.4,34.5,28.5,25.5,18.4,30.3,28.4,0.8,Mưa không đáng kể
20/06/2019,536,5.5,7.2,36.0,29.4,26.9,28.1,31.1,27.5,1.3,Mưa nhỏ
21/06/2019,537,1.3,8.3,36.0,29.1,26.0,25.8,32.2,30.8,0.8,Mưa
22/06/2019,538,1.5,6.0,34.4,28.2,25.6,16.2,32.1,31.3,1.0,Mưa
23/06/2019,539,0.2,8.9,33.7,28.5,24.5,21.7,30.0,28.0,1.8,Mưa không đáng kể
24/06/2019,540,0.3,7.6,33.9,29.2,25.5,20.5,32.6,31.0,0.3,Mưa không đáng kể
25/06/2019,541,2.3,9.4,34.6,28.7,26.1,19.7,32.3,29.9,0.8,Mưa
26/06/2019,542,0.2,8.9,33.5,28.7,25.7,20.2,31.1,28.6,0.5,Mưa không đáng kể
27/06/2019,543,0.2,3.7,32.0,28.4,25.7,18.0,29.1,26.4,2.0,Mưa không đáng kể
28/06/2019,544,6.2,0.8,31.3,28.6,24.8,13.1,31.5,30.1,0.8,Mưa nhỏ
29/06/2019,545,0.1,5.4,32.7,28.7,26.1,19.7,30.8,26.8,0.5,Mưa không đáng kể
30/06/2019,546,12.4,1.2,33.0,28.4,24.6,15.4,32.5,28.3,1.0,Mưa vừa
1/7/2019,547,0.4,2.7,31.5,28.4,26.1,15.2,31.7,28.7,0.8,Mưa
2/7/2019,548,5.0,5.8,33.2,29.1,26.6,17.7,32.5,31.4,1.5,Mưa nhỏ
3/7/2019,549,17.1,0.0,28.7,25.6,23.1,4.4,29.9,28.0,1.3,Mưa vừa
4/7/2019,550,37.4,0.0,27.8,25.1,23.6,3.6,30.0,28.7,0.0,Mưa to
5/7/2019,551,0.0,8.2,33.5,27.6,24.2,18.3,30.1,29.5,0.5,Không mưa
6/7/2019,552,4.4,6.1,33.5,27.5,24.6,19.6,30.4,28.5,0.5,Mưa nhỏ
7/7/2019,553,0.3,7.9,34.4,28.6,25.6,19.0,30.6,28.5,0.3,Mưa không đáng kể
8/7/2019,554,0.0,9.1,34.0,28.8,26.3,22.4,30.3,28.2,0.5,Không mưa
9/7/2019,555,0.1,10.3,33.6,28.7,25.6,20.7,30.7,29.3,0.3,Mưa không đáng kể
10/7/2019,556,0.2,10.2,34.0,29.0,25.6,22.7,30.9,29.4,0.8,Mưa không đáng kể
11/7/2019,557,0.2,10.1,34.5,29.6,26.3,26.2,30.4,26.4,0.5,Mưa không đáng kể
12/7/2019,558,0.2,10.1,34.2,29.2,25.4,25.8,29.9,25.6,1.0,Mưa không đáng kể
13/07/2019,559,0.1,9.7,34.4,29.5,26.6,24.0,30.7,28.7,1.0,Mưa không đáng kể
14/07/2019,560,0.0,8.3,34.6,29.7,26.4,24.0,30.2,28.6,0.5,Không mưa
15/07/2019,561,0.0,4.7,34.0,28.8,26.6,15.1,32.3,31.9,1.0,Không mưa
16/07/2019,562,0.4,7.0,34.7,29.1,26.7,21.6,31.6,30.7,0.3,Mưa
17/07/2019,563,0.5,5.5,34.1,29.1,26.3,24.4,31.0,27.7,1.0,Mưa
18/07/2019,564,9.2,3.3,32.5,27.9,24.8,17.7,30.0,28.7,1.5,Mưa vừa
19/07/2019,565,0.2,0.9,30.9,27.6,25.3,13.6,30.6,29.3,1.3,Mưa không đáng kể
20/07/2019,566,0.3,6.5,32.0,28.0,25.6,14.8,30.7,29.4,0.3,Mưa không đáng kể
21/07/2019,567,0.0,6.6,34.4,29.2,26.1,23.8,30.6,28.2,0.5,Không mưa
22/07/2019,568,0.1,5.1,34.5,28.7,26.1,26.0,30.3,26.0,0.8,Mưa không đáng kể
23/07/2019,569,2.0,5.7,34.4,28.7,26.4,20.9,31.9,30.8,0.5,Mưa
24/07/2019,570,0.2,5.9,34.5,29.8,26.7,20.2,31.1,28.9,0.0,Mưa không đáng kể
25/07/2019,571,0.1,5.1,32.1,28.7,26.1,21.2,30.2,25.0,0.8,Mưa không đáng kể
26/07/2019,572,1.4,6.3,33.5,28.1,25.6,24.3,29.0,26.6,0.3,Mưa
27/07/2019,573,0.8,5.7,33.6,28.1,25.1,24.4,30.2,26.8,0.5,Mưa
28/07/2019,574,0.2,4.9,33.6,28.6,26.1,21.9,30.6,28.4,0.5,Mưa không đáng kể
29/07/2019,575,0.1,6.0,34.0,29.1,26.1,24.8,30.5,27.8,1.5,Mưa không đáng kể
30/07/2019,576,0.2,9.8,34.2,28.9,26.1,20.2,29.8,28.8,1.8,Mưa không đáng kể
31/07/2019,577,0.4,3.5,33.5,29.4,26.8,21.3,30.8,28.1,2.0,Mưa
1/8/2019,578,3.4,2.6,32.2,27.5,25.0,10.1,30.6,28.8,1.0,Mưa nhỏ
2/8/2019,579,2.2,1.3,30.3,26.1,24.6,5.7,30.7,29.8,1.8,Mưa
3/8/2019,580,1.6,0.4,28.5,26.5,24.6,7.3,31.1,29.2,1.3,Mưa
4/8/2019,581,0.0,1.7,30.0,27.3,25.6,10.0,30.7,27.4,1.0,Không mưa
5/8/2019,582,28.5,1.6,32.0,27.0,23.7,12.0,31.1,30.0,1.8,Mưa to
6/8/2019,583,3.3,0.6,29.0,25.7,24.8,3.3,30.9,30.1,0.8,Mưa nhỏ
7/8/2019,584,1.5,2.2,30.7,26.5,24.5,9.7,29.3,28.1,1.5,Mưa
8/8/2019,585,13.7,2.2,31.5,27.7,25.4,12.2,31.6,29.3,1.5,Mưa vừa
9/8/2019,586,0.2,2.3,30.4,26.4,24.5,8.3,30.6,29.2,1.8,Mưa không đáng kể
10/8/2019,587,10.3,1.0,29.6,26.4,24.6,6.7,32.0,30.6,2.3,Mưa vừa
11/8/2019,588,9.2,2.9,30.2,26.9,24.0,11.4,30.6,30.2,1.5,Mưa vừa
12/8/2019,589,6.7,7.6,32.5,27.4,24.8,9.5,31.1,29.2,0.5,Mưa nhỏ
13/08/2019,590,0.1,9.1,33.0,28.5,25.2,19.0,31.3,29.1,1.0,Mưa không đáng kể
14/08/2019,591,0.0,8.6,33.3,29.1,25.9,19.6,31.5,29.6,1.0,Không mưa
15/08/2019,592,0.0,10.1,33.5,28.9,26.0,18.6,31.5,30.9,1.5,Không mưa
16/08/2019,593,2.8,8.1,32.1,27.9,26.0,13.2,32.0,30.3,1.3,Mưa
17/08/2019,594,2.0,5.6,31.5,27.9,25.6,10.8,31.9,31.5,1.3,Mưa
18/08/2019,595,0.1,10.1,34.4,29.0,25.3,23.2,30.6,27.9,1.0,Mưa không đáng kể
19/08/2019,596,0.2,10.2,34.5,29.2,25.5,23.3,30.6,29.0,0.8,Mưa không đáng kể
20/08/2019,597,0.1,7.1,34.0,29.5,26.5,20.4,31.8,30.4,0.8,Mưa không đáng kể
21/08/2019,598,0.2,3.3,32.0,28.1,26.0,12.7,31.3,30.0,0.5,Mưa không đáng kể
22/08/2019,599,6.9,2.1,31.6,26.3,24.7,4.8,30.7,29.6,0.8,Mưa nhỏ
23/08/2019,600,0.0,6.9,33.1,28.0,25.2,20.1,31.0,28.8,1.3,Không mưa
24/08/2019,601,0.2,8.9,33.2,28.6,26.2,18.9,30.4,28.7,1.0,Mưa không đáng kể
25/08/2019,602,32.8,5.9,32.5,27.2,25.0,13.8,29.9,28.9,1.8,Mưa to
26/08/2019,603,12.1,3.4,32.0,27.5,24.5,20.7,27.6,24.8,1.8,Mưa vừa
27/08/2019,604,2.8,8.2,32.6,28.5,25.8,19.3,29.6,27.9,0.5,Mưa
28/08/2019,605,0.6,6.8,33.1,28.5,25.5,19.7,30.9,30.0,0.8,Mưa
29/08/2019,606,9.1,0.0,30.6,27.2,24.5,10.6,30.5,29.5,1.8,Mưa vừa
30/08/2019,607,4.9,4.5,31.5,27.3,24.5,12.5,29.9,29.2,2.0,Mưa nhỏ
31/08/2019,608,12.2,8.1,32.3,28.0,24.0,15.8,29.9,27.7,1.5,Mưa vừa
1/9/2019,609,1.2,6.0,31.2,27.4,24.5,13.2,30.2,27.9,1.3,Mưa
2/9/2019,610,1.6,0.0,28.5,26.0,25.4,3.1,32.0,31.1,0.8,Mưa
3/9/2019,611,0.5,0.0,29.0,26.4,24.5,10.3,31.2,29.6,1.0,Mưa
4/9/2019,612,10.8,1.4,29.0,25.7,24.5,3.3,30.7,30.1,1.3,Mưa vừa
5/9/2019,613,10.0,1.3,30.0,25.5,24.5,2.4,30.6,30.0,0.3,Mưa vừa
6/9/2019,614,7.6,5.9,32.0,27.8,25.1,15.9,30.2,29.8,1.0,Mưa nhỏ
7/9/2019,615,7.7,5.9,32.4,27.3,25.5,9.4,31.0,30.0,0.3,Mưa nhỏ
8/9/2019,616,2.7,5.5,32.4,28.2,26.2,16.4,31.2,29.3,1.0,Mưa
9/9/2019,617,0.1,8.3,31.9,27.9,25.6,13.8,31.0,29.8,0.8,Mưa không đáng kể
10/9/2019,618,0.0,6.0,32.5,28.2,26.0,16.8,31.1,29.2,0.5,Không mưa
11/9/2019,619,3.4,8.5,33.4,28.3,25.5,21.3,30.6,27.9,0.8,Mưa nhỏ
12/9/2019,620,7.2,9.7,33.5,27.5,24.0,21.5,29.8,27.5,1.5,Mưa nhỏ
13/09/2019,621,0.9,1.0,32.0,28.6,24.0,13.5,30.9,28.5,1.0,Mưa
14/09/2019,622,0.7,2.0,30.5,27.2,24.5,11.3,30.5,29.5,0.3,Mưa
15/09/2019,623,0.0,3.6,29.8,27.2,25.0,12.6,29.7,28.3,1.0,Không mưa
16/09/2019,624,9.4,4.4,31.5,27.1,25.2,12.6,31.6,31.0,0.5,Mưa vừa
17/09/2019,625,0.2,0.8,29.7,27.2,25.3,10.4,30.1,29.6,1.3,Mưa không đáng kể
18/09/2019,626,1.3,0.8,29.5,26.6,24.9,8.6,30.6,29.7,0.8,Mưa
19/09/2019,627,16.8,5.6,31.5,27.0,24.1,15.2,29.9,28.9,0.5,Mưa vừa
20/09/2019,628,16.0,3.4,31.5,26.1,24.5,2.5,31.6,30.4,0.3,Mưa vừa
21/09/2019,629,4.5,2.6,31.9,27.2,25.1,13.4,31.3,30.0,0.5,Mưa nhỏ
22/09/2019,630,17.0,2.7,32.5,27.1,25.5,11.4,32.3,31.8,0.3,Mưa vừa
23/09/2019,631,0.2,7.5,32.0,27.9,25.3,13.5,30.7,29.8,0.5,Mưa không đáng kể
24/09/2019,632,3.0,7.0,33.0,28.6,25.7,15.5,30.7,29.9,0.3,Mưa
25/09/2019,633,0.1,7.7,33.3,29.2,26.5,12.9,32.5,30.6,0.3,Mưa không đáng kể
26/09/2019,634,39.6,3.6,32.0,27.9,24.5,10.9,32.1,31.3,0.3,Mưa to
27/09/2019,635,0.0,9.2,33.5,29.4,26.4,25.0,28.6,24.8,0.3,Không mưa
28/09/2019,636,9.4,8.1,33.5,28.7,25.0,19.6,29.7,28.8,0.8,Mưa vừa
29/09/2019,637,2.8,9.0,32.5,28.1,24.5,14.8,28.8,27.6,0.5,Mưa
30/09/2019,638,0.3,3.1,31.5,28.0,26.2,15.9,30.0,27.5,0.0,Mưa không đáng kể
1/10/2019,639,0.0,8.7,33.4,28.6,25.5,23.5,30.0,26.6,0.5,Không mưa
2/10/2019,640,0.2,8.1,33.0,28.9,26.0,24.4,29.1,23.7,0.5,Mưa không đáng kể
3/10/2019,641,16.5,6.2,32.7,28.2,26.0,19.6,29.9,28.5,0.3,Mưa vừa
4/10/2019,642,0.9,8.5,32.0,27.6,24.5,17.1,28.6,26.7,0.3,Mưa
5/10/2019,643,6.0,8.1,32.4,27.5,25.6,14.8,28.1,26.3,0.5,Mưa nhỏ
6/10/2019,644,0.1,3.3,30.4,27.5,25.0,13.3,29.3,28.8,0.5,Mưa không đáng kể
7/10/2019,645,0.3,8.5,32.8,28.5,25.4,22.1,28.5,25.4,0.8,Mưa không đáng kể
8/10/2019,646,0.5,8.2,32.7,28.7,26.0,18.1,29.3,27.0,0.5,Mưa
9/10/2019,647,26.1,2.9,31.0,26.5,24.0,9.4,29.4,28.2,0.0,Mưa to
10/10/2019,648,0.4,8.0,33.0,27.8,24.5,19.6,29.9,28.5,0.3,Mưa
11/10/2019,649,0.1,7.7,32.5,28.4,25.3,18.4,29.6,28.4,0.5,Mưa không đáng kể
12/10/2019,650,0.2,8.0,33.5,29.2,26.0,18.9,29.7,28.5,0.5,Mưa không đáng kể
13/10/2019,651,16.1,8.1,33.6,28.6,25.8,23.0,30.0,28.4,0.3,Mưa vừa
14/10/2019,652,0.5,8.9,33.2,29.1,25.5,22.1,27.9,26.4,0.5,Mưa
15/10/2019,653,0.2,9.0,33.7,29.3,26.0,18.6,30.3,29.9,0.8,Mưa không đáng kể
16/10/2019,654,9.9,9.9,33.4,28.7,26.0,16.5,29.8,28.3,0.3,Mưa vừa
17/10/2019,655,46.7,8.3,33.2,28.5,23.8,16.0,32.0,30.3,0.8,Mưa to
18/10/2019,656,34.4,9.0,33.2,27.8,24.0,18.5,30.6,29.9,0.5,Mưa to
19/10/2019,657,1.6,6.7,32.0,28.0,24.4,15.4,31.3,29.5,0.8,Mưa
20/10/2019,658,19.8,8.6,32.7,28.3,24.6,13.7,32.0,30.8,0.5,Mưa vừa
21/10/2019,659,0.4,8.8,33.0,28.5,25.7,13.7,31.2,27.9,0.5,Mưa
22/10/2019,660,0.2,9.8,33.5,29.0,25.8,19.3,30.1,28.4,0.3,Mưa không đáng kể
23/10/2019,661,0.0,8.6,33.2,29.0,26.2,19.2,31.0,28.6,0.5,Không mưa
24/10/2019,662,0.1,9.6,34.2,29.2,26.0,22.6,30.6,29.2,0.5,Mưa không đáng kể
25/10/2019,663,0.0,9.7,34.0,29.3,26.0,21.6,31.0,28.7,0.0,Không mưa
26/10/2019,664,0.0,9.1,34.2,29.3,26.0,19.6,31.1,30.3,0.3,Không mưa
27/10/2019,665,13.4,9.1,33.0,28.9,25.6,14.8,31.9,30.3,0.8,Mưa vừa
28/10/2019,666,8.2,7.0,31.5,28.2,25.2,13.6,30.5,28.6,0.3,Mưa vừa
29/10/2019,667,45.1,8.1,33.0,27.3,23.0,17.7,28.8,28.5,0.8,Mưa to
30/10/2019,668,4.3,9.6,32.5,28.7,26.0,17.7,30.6,28.7,0.0,Mưa nhỏ
31/10/2019,669,8.0,3.2,31.5,27.2,24.6,16.4,28.4,26.0,0.3,Mưa vừa
1/11/2019,670,0.1,6.6,32.0,26.7,24.1,11.9,28.9,27.3,0.5,Mưa không đáng kể
2/11/2019,671,0.1,6.5,31.8,27.1,25.0,11.2,29.4,26.6,1.0,Mưa không đáng kể
3/11/2019,672,1.4,5.8,32.0,27.4,25.1,18.4,26.5,24.8,0.3,Mưa
4/11/2019,673,9.0,8.9,32.7,27.9,24.5,21.8,26.3,24.7,0.8,Mưa vừa
5/11/2019,674,12.0,6.6,32.5,27.9,25.1,19.5,27.7,27.3,0.5,Mưa vừa
6/11/2019,675,7.0,6.9,32.7,27.4,25.1,17.3,30.3,28.6,0.8,Mưa nhỏ
7/11/2019,676,1.7,5.4,32.2,26.8,25.0,12.9,31.6,30.1,0.8,Mưa
8/11/2019,677,0.3,5.4,31.5,27.3,25.1,14.0,30.1,28.4,0.3,Mưa không đáng kể
9/11/2019,678,0.1,5.4,30.2,27.1,25.1,19.2,24.9,22.0,0.8,Mưa không đáng kể
10/11/2019,679,0.0,7.5,30.2,26.3,23.6,14.8,26.1,25.0,1.0,Không mưa
11/11/2019,680,0.3,3.7,30.3,26.5,25.0,15.3,27.6,25.5,0.5,Mưa không đáng kể
12/11/2019,681,0.2,6.6,31.0,26.2,23.3,11.2,27.4,27.0,0.0,Mưa không đáng kể
13/11/2019,682,0.2,6.2,31.8,27.7,25.1,16.8,29.8,28.7,0.3,Mưa không đáng kể
14/11/2019,683,2.8,7.7,33.0,28.2,25.3,18.5,29.7,27.3,1.0,Mưa
15/11/2019,684,0.1,9.6,31.5,26.6,21.4,18.5,24.7,22.9,0.5,Mưa không đáng kể
16/11/2019,685,0.2,7.7,32.5,27.9,24.1,19.4,28.4,27.1,0.3,Mưa không đáng kể
17/11/2019,686,0.1,5.4,32.2,28.1,25.3,16.3,30.8,29.6,0.3,Mưa không đáng kể
18/11/2019,687,0.2,4.4,31.7,27.9,25.1,13.2,31.4,30.7,0.5,Mưa không đáng kể
19/11/2019,688,0.2,9.2,32.8,27.9,24.6,23.9,27.8,24.2,0.8,Mưa không đáng kể
20/11/2019,689,0.3,7.8,30.8,26.8,23.6,18.3,25.5,24.2,0.5,Mưa không đáng kể
21/11/2019,690,0.1,9.3,31.2,26.8,23.1,15.0,27.0,25.6,0.3,Mưa không đáng kể
22/11/2019,691,0.1,9.5,31.7,27.2,23.5,20.0,26.3,24.9,0.8,Mưa không đáng kể
23/11/2019,692,0.1,9.7,32.7,27.5,23.5,22.7,25.5,23.3,0.5,Mưa không đáng kể
24/11/2019,693,0.1,8.8,33.0,27.7,24.6,16.3,28.8,25.2,0.5,Mưa không đáng kể
25/11/2019,694,15.9,6.3,32.1,27.5,24.6,13.4,29.5,26.1,0.3,Mưa vừa
26/11/2019,695,0.1,9.0,33.4,28.4,24.1,21.7,27.5,25.6,0.5,Mưa không đáng kể
27/11/2019,696,18.5,9.3,33.0,27.7,24.6,20.1,29.4,28.0,0.3,Mưa vừa
28/11/2019,697,0.2,9.5,33.2,28.8,25.1,19.7,29.7,28.6,0.8,Mưa không đáng kể
29/11/2019,698,0.1,9.8,33.3,28.5,24.6,19.6,28.3,27.8,0.5,Mưa không đáng kể
30/11/2019,699,0.1,8.0,33.0,28.3,24.5,17.2,29.2,27.4,0.3,Mưa không đáng kể
1/12/2019,700,0.0,8.7,31.7,27.9,25.0,16.2,28.3,27.2,0.3,Không mưa
2/12/2019,701,0.3,9.5,32.0,27.4,23.0,23.5,26.6,21.9,0.8,Mưa không đáng kể
3/12/2019,702,0.1,9.4,30.3,25.9,22.0,19.9,24.7,21.1,0.5,Mưa không đáng kể
4/12/2019,703,0.2,9.4,29.5,24.6,20.0,15.1,21.6,19.7,1.8,Mưa không đáng kể
5/12/2019,704,0.1,9.5,29.0,24.0,20.8,13.1,23.0,21.4,0.8,Mưa không đáng kể
6/12/2019,705,0.2,9.5,28.5,23.7,20.8,12.8,22.9,21.9,1.8,Mưa không đáng kể
7/12/2019,706,0.1,9.2,27.6,23.0,19.5,15.3,20.1,18.1,2.0,Mưa không đáng kể
8/12/2019,707,0.1,8.1,27.8,23.2,20.6,13.6,20.1,18.5,1.5,Mưa không đáng kể
9/12/2019,708,0.2,9.5,29.5,24.3,20.0,14.3,22.2,20.4,2.0,Mưa không đáng kể
10/12/2019,709,0.1,9.6,30.3,24.9,20.6,16.6,23.6,22.5,0.8,Mưa không đáng kể
11/12/2019,710,0.1,9.5,30.3,25.0,20.1,15.0,26.1,24.6,0.8,Mưa không đáng kể
12/12/2019,711,0.2,8.4,29.9,25.1,20.6,12.3,25.5,25.0,0.3,Mưa không đáng kể
13/12/2019,712,0.3,6.9,30.2,25.7,22.0,13.7,26.6,25.9,1.0,Mưa không đáng kể
14/12/2019,713,0.1,9.1,32.5,26.9,22.5,17.8,24.9,23.0,0.3,Mưa không đáng kể
15/12/2019,714,0.1,9.2,32.2,27.8,23.8,19.2,27.6,26.0,0.5,Mưa không đáng kể
16/12/2019,715,0.2,9.2,33.0,27.6,23.5,18.5,27.4,25.9,0.5,Mưa không đáng kể
17/12/2019,716,0.3,9.1,33.2,28.2,25.5,19.0,28.0,25.1,0.3,Mưa không đáng kể
18/12/2019,717,0.2,5.9,33.7,28.6,25.5,20.5,28.6,27.9,0.5,Mưa không đáng kể
19/12/2019,718,0.2,8.0,33.2,27.8,24.5,13.8,29.8,28.0,0.3,Mưa không đáng kể
20/12/2019,719,3.4,8.9,31.4,27.0,23.8,14.0,28.8,28.2,0.5,Mưa nhỏ
21/12/2019,720,0.0,9.1,31.7,26.9,23.0,18.8,27.2,25.6,0.5,Không mưa
22/12/2019,721,0.0,9.1,32.5,27.2,23.5,15.7,28.1,27.6,0.3,Không mưa
23/12/2019,722,0.1,8.8,32.8,27.3,23.9,17.3,28.5,26.4,0.3,Mưa không đáng kể
24/12/2019,723,0.2,9.1,33.0,27.6,23.8,20.0,28.2,27.5,0.3,Mưa không đáng kể
25/12/2019,724,0.0,8.7,31.5,26.5,23.0,15.7,27.0,26.2,0.8,Không mưa
26/12/2019,725,0.1,7.8,30.9,26.4,23.3,13.5,27.9,27.5,0.3,Mưa không đáng kể
27/12/2019,726,0.0,6.2,31.4,26.6,23.5,15.7,27.9,26.3,0.3,Không mưa
28/12/2019,727,0.1,8.4,30.5,25.9,22.5,16.3,25.9,23.3,0.3,Mưa không đáng kể
29/12/2019,728,0.2,9.0,31.5,26.3,21.5,21.8,25.5,23.1,0.3,Mưa không đáng kể
30/12/2019,729,0.2,8.9,32.2,27.0,23.5,17.3,28.4,26.4,0.3,Mưa không đáng kể
31/12/2019,730,0.2,6.9,32.0,27.7,24.0,14.8,29.7,28.6,0.8,Mưa không đáng kể
1/1/2020,731,0.1,9.2,33.0,27.3,23.3,21.7,25.0,23.1,0.5,Mưa không đáng kể
2/1/2020,732,0.3,9.5,33.5,27.6,23.2,20.4,26.5,25.0,0.3,Mưa không đáng kể
3/1/2020,733,0.3,6.6,32.0,27.5,24.5,19.5,27.2,25.4,0.3,Mưa không đáng kể
4/1/2020,734,0.0,7.2,30.2,26.4,23.0,13.0,27.4,25.3,0.5,Không mưa
5/1/2020,735,0.3,7.7,30.7,26.5,23.5,17.4,26.7,23.8,0.3,Mưa không đáng kể
6/1/2020,736,0.1,9.4,32.5,26.6,22.0,20.6,26.0,24.6,0.3,Mưa không đáng kể
7/1/2020,737,0.2,8.7,32.9,28.0,23.9,21.5,26.5,24.8,0.3,Mưa không đáng kể
8/1/2020,738,0.0,7.6,33.5,28.3,25.0,16.0,30.1,29.8,0.3,Không mưa
9/1/2020,739,0.2,9.4,33.5,27.7,24.0,16.1,29.0,27.6,0.3,Mưa không đáng kể
10/1/2020,740,0.3,8.9,32.7,27.6,24.0,17.4,27.9,26.0,0.5,Mưa không đáng kể
11/1/2020,741,0.2,4.2,31.1,27.2,24.5,13.4,28.2,26.2,0.5,Mưa không đáng kể
12/1/2020,742,0.3,3.6,30.0,26.6,23.8,12.5,28.2,27.6,0.3,Mưa không đáng kể
13/01/2020,743,0.1,8.7,32.8,27.0,23.4,20.3,27.6,24.6,0.5,Mưa không đáng kể
14/01/2020,744,0.1,9.2,31.5,26.3,22.4,16.4,25.4,24.8,0.3,Mưa không đáng kể
15/01/2020,745,0.1,9.3,30.8,26.0,22.0,18.9,23.2,22.3,1.0,Mưa không đáng kể
16/01/2020,746,0.1,9.2,32.5,26.8,22.2,20.9,25.3,25.2,0.3,Mưa không đáng kể
17/01/2020,747,0.3,8.4,32.2,27.0,23.0,18.7,26.3,25.9,0.3,Mưa không đáng kể
18/01/2020,748,0.3,9.2,32.5,27.5,23.5,19.5,25.8,24.4,0.5,Mưa không đáng kể
19/01/2020,749,0.1,7.9,32.0,26.9,23.0,18.1,25.6,25.3,0.5,Mưa không đáng kể
20/01/2020,750,0.3,9.3,32.7,27.2,23.2,17.1,26.4,24.4,0.3,Mưa không đáng kể
21/01/2020,751,0.2,9.3,32.6,27.4,23.3,20.1,26.1,25.0,0.3,Mưa không đáng kể
22/01/2020,752,0.2,9.0,32.7,27.4,23.5,20.1,26.2,25.5,0.5,Mưa không đáng kể
23/01/2020,753,0.1,9.3,32.0,27.4,23.4,24.8,24.7,22.2,0.8,Mưa không đáng kể
24/01/2020,754,0.2,9.3,33.0,26.8,22.0,23.6,23.9,23.2,0.5,Mưa không đáng kể
25/01/2020,755,0.1,9.1,33.3,26.8,22.5,20.5,25.5,24.9,1.0,Mưa không đáng kể
26/01/2020,756,0.1,8.3,32.2,26.5,22.8,20.5,25.5,23.4,0.8,Mưa không đáng kể
27/01/2020,757,0.1,8.2,32.9,26.5,23.0,21.3,25.5,23.6,0.8,Mưa không đáng kể
28/01/2020,758,0.3,9.3,32.2,26.0,21.8,18.9,25.3,25.0,0.3,Mưa không đáng kể
29/01/2020,759,0.2,8.4,32.0,26.6,22.5,20.4,25.3,22.7,0.3,Mưa không đáng kể
30/01/2020,760,0.3,8.5,32.5,26.7,22.5,18.8,26.2,24.7,0.5,Mưa không đáng kể
31/01/2020,761,0.3,0.3,29.0,24.2,23.5,7.5,25.6,23.2,0.3,Mưa không đáng kể
1/2/2020,762,0.2,8.5,30.5,25.7,22.3,16.4,25.3,23.7,0.5,Mưa không đáng kể
2/2/2020,763,0.3,8.9,30.5,25.1,21.2,17.7,23.8,23.3,0.5,Mưa không đáng kể
3/2/2020,764,0.3,8.5,31.8,25.5,21.0,21.4,23.1,22.0,0.8,Mưa không đáng kể
4/2/2020,765,0.2,9.2,32.5,25.9,21.7,19.3,24.0,23.0,0.5,Mưa không đáng kể
5/2/2020,766,0.0,9.1,32.5,26.1,21.9,21.9,23.4,21.7,0.8,Không mưa
6/2/2020,767,0.0,9.2,31.6,25.8,21.3,22.1,22.0,19.9,1.0,Không mưa
7/2/2020,768,0.0,9.2,32.3,25.8,20.5,23.2,22.7,21.2,0.5,Không mưa
8/2/2020,769,0.1,9.3,33.0,26.5,22.0,17.8,24.8,23.9,0.3,Mưa không đáng kể
